(written by ASE)

13 atoms
1 atom types

0.0      24.908239999999999  xlo xhi
0.0      24.908239999999999  ylo yhi
0.0      24.908239999999999  zlo zhi

Atoms # atomic

     1   1                12.45412                12.45412                12.45412
     2   1      14.908239999999999      13.970849999999999                12.45412
     3   1      14.908239999999999      10.937390000000001                12.45412
     4   1                      10      13.970849999999999                12.45412
     5   1                      10      10.937390000000001                12.45412
     6   1      13.970849999999999                12.45412      14.908239999999999
     7   1      13.970849999999999                12.45412                      10
     8   1      10.937390000000001                12.45412      14.908239999999999
     9   1      10.937390000000001                12.45412                      10
    10   1                12.45412      14.908239999999999      13.970849999999999
    11   1                12.45412      14.908239999999999      10.937390000000001
    12   1                12.45412                      10      13.970849999999999
    13   1                12.45412                      10      10.937390000000001
